Restaurant,Restaurant Type,Area,District,Start Day,Start Month,Start Year,base on District-# of ppl able to work>15 - 19,base on District-# of ppl able to work>20 - 24,base on District-# of ppl able to work>25 - 29,base on District-# of ppl able to work>30 - 34,base on District-# of ppl able to work>35 - 39,base on District-# of ppl able to work>40 - 44,base on District-# of ppl able to work>45 - 49,base on District-# of ppl able to work>50 - 54,base on District-# of ppl able to work>55 - 59,base on District-# of ppl able to work>60 - 64,base on District-# of ppl able to work>65+,base on Area #of worker location>15 - 19,base on Area #of worker location>20 - 24,base on Area #of worker location>25 - 29,base on Area #of worker location>30 - 34,base on Area #of worker location>35 - 39,base on Area #of worker location>40 - 44,base on Area #of worker location>45 - 49,base on Area #of worker location>50 - 54,base on Area #of worker location>55 - 59,base on Area #of worker location>60 - 64,base on Area #of worker location>65+,total Sales,payment type-cash,payment type-visa/master,payment type-others,#of transaction,sqf,mthly rent,Restaurant Type.1,Location Type,Restaurant Status
1149,2,4,17,28,9,2020,4261,25151,38936,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,631502,531190,782380,151847,14480,5816,126430,2,4,1
1150,5,3,13,19,5,2019,5239,28158,38399,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,631570,637971,783048,510563,23754,2800,43214,5,2,0
1151,2,4,17,28,9,2020,4261,26470,40255,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,631607,519901,783699,149955,15799,4400,126535,2,4,1
1152,2,4,17,28,9,2020,4261,25088,38873,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,631616,491854,782317,148354,14417,5464,126544,2,4,1
1153,2,4,17,28,9,2020,4261,23071,36856,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,631665,529729,780300,145534,12400,1257,126593,2,4,1
1154,5,3,13,19,5,2019,5239,27121,37362,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,631665,660741,782011,510513,22717,3459,43309,5,2,0
1155,2,4,17,28,9,2020,4261,26550,40335,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,631730,532177,783779,149040,15879,5619,126658,2,4,1
1156,2,1,2,25,4,2019,764,9660,16952,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,631761,174255,413629,110333,6691,2585,68884,2,4,0
1157,2,4,17,28,9,2020,4261,24892,38677,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,631775,545425,782121,148912,14221,5131,126703,2,4,1
1158,5,3,13,19,5,2019,5239,29452,39693,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,631854,683513,784342,511574,25048,1763,43498,5,2,0
1159,2,4,17,28,9,2020,4261,25527,39312,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,631960,537312,782756,152476,14856,2652,126888,2,4,1
1160,5,3,13,19,5,2019,5239,25723,35964,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,631995,639020,780613,507328,21319,4919,43639,5,2,0
1161,2,1,2,25,4,2019,764,5410,12702,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,632100,127425,409379,103440,2441,3658,69223,2,4,0
1162,2,4,17,28,9,2020,4261,26663,40448,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,632153,499219,783892,152672,15992,5525,127081,2,4,1
1163,2,4,17,28,9,2020,4261,25889,39674,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,632161,490330,783118,152295,15218,3278,127089,2,4,1
1164,2,1,2,25,4,2019,764,8252,15544,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,632243,173634,412221,109436,5283,2817,69366,2,4,0
1165,5,3,13,19,5,2019,5239,27707,37948,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,632248,676127,782597,509925,23303,1710,43892,5,2,0
1166,5,3,13,19,5,2019,5239,26120,36361,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,632363,683176,781010,508734,21716,6209,44007,5,2,0
1167,2,4,17,28,9,2020,4261,25271,39056,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,632379,499613,782500,151491,14600,5985,127307,2,4,1
1168,2,1,2,25,4,2019,764,6306,13598,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,632522,119550,410275,107783,3337,925,69645,2,4,0
1169,2,4,17,28,9,2020,4261,22958,36743,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,632758,489706,780187,149397,12287,3159,127686,2,4,1
1170,2,4,17,28,9,2020,4261,26914,40699,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,632815,527644,784143,149672,16243,4809,127743,2,4,1
1171,5,3,13,19,5,2019,5239,28454,38695,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,632838,660725,783344,512790,24050,2535,44482,5,2,0
1172,2,4,17,28,9,2020,4261,22976,36761,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,632868,513625,780205,148864,12305,5092,127796,2,4,1
1173,2,1,2,25,4,2019,764,7384,14676,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,632925,159721,411353,104849,4415,2996,70048,2,4,0
1174,5,3,13,19,5,2019,5239,24547,34788,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,633019,639723,779437,507182,20143,1570,44663,5,2,0
1175,5,3,13,19,5,2019,5239,26716,36957,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,633029,652533,781606,513204,22312,4042,44673,5,2,0
1176,5,3,13,19,5,2019,5239,24989,35230,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,633068,670288,779879,510609,20585,6339,44712,5,2,0
1177,5,3,13,19,5,2019,5239,26557,36798,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,633081,658391,781447,512929,22153,4757,44725,5,2,0
1178,5,3,13,19,5,2019,5239,25002,35243,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,633132,649035,779892,508607,20598,1953,44776,5,2,0
1179,2,1,2,25,4,2019,764,6625,13917,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,633258,135680,410594,106459,3656,2427,70381,2,4,0
1180,5,3,13,19,5,2019,5239,28657,38898,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,633289,663582,783547,511151,24253,1577,44933,5,2,0
1181,5,3,13,19,5,2019,5239,29697,39938,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,633358,630327,784587,516241,25293,3974,45002,5,2,0
1182,2,4,17,28,9,2020,4261,25352,39137,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,633560,526365,782581,152642,14681,2111,128488,2,4,1
1183,2,1,2,25,4,2019,764,8318,15610,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,633698,132621,412287,106634,5349,2259,70821,2,4,0
1184,5,3,13,19,5,2019,5239,24532,34773,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,633774,635083,779422,510178,20128,3961,45418,5,2,0
1185,5,3,13,19,5,2019,5239,27178,37419,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,633870,633214,782068,510685,22774,4738,45514,5,2,0
1186,2,1,2,25,4,2019,764,5716,13008,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,633935,120701,409685,103557,2747,5143,71058,2,4,0
1187,2,1,2,25,4,2019,764,8306,15598,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,633998,121242,412275,106841,5337,2747,71121,2,4,0
1188,2,4,17,28,9,2020,4261,24969,38754,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,634079,526079,782198,151768,14298,1978,129007,2,4,1
1189,2,1,2,25,4,2019,764,7077,14369,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,634103,156546,411046,105617,4108,6138,71226,2,4,0
1190,2,4,17,28,9,2020,4261,21819,35604,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,634166,512087,779048,147018,11148,4012,129094,2,4,1
1191,5,3,13,19,5,2019,5239,24537,34778,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,634230,667882,779427,511082,20133,6294,45874,5,2,0
1192,2,1,2,25,4,2019,764,9123,16415,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,634318,131503,413092,105353,6154,997,71441,2,4,0
1193,5,3,13,19,5,2019,5239,24245,34486,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,634435,644670,779135,509221,19841,6261,46079,5,2,0
1194,5,3,13,19,5,2019,5239,24128,34369,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,634466,657834,779018,505808,19724,5382,46110,5,2,0
1195,2,4,17,28,9,2020,4261,24537,38322,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,634520,523565,781766,150488,13866,2836,129448,2,4,1
1196,2,4,17,28,9,2020,4261,25022,38807,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,634617,530656,782251,150883,14351,1697,129545,2,4,1
1197,2,1,2,25,4,2019,764,6511,13803,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,634769,145160,410480,102519,3542,2635,71892,2,4,0
1198,5,3,13,19,5,2019,5239,27326,37567,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,634820,675702,782216,509713,22922,6512,46464,5,2,0
1199,2,1,2,25,4,2019,764,6754,14046,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,634827,135813,410723,104353,3785,4180,71950,2,4,0
1200,5,3,13,19,5,2019,5239,28963,39204,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,634942,638658,783853,510017,24559,3521,46586,5,2,0
1201,5,3,13,19,5,2019,5239,24318,34559,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,634976,675061,779208,505278,19914,2650,46620,5,2,0
1202,2,1,2,25,4,2019,764,5576,12868,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,634997,165790,409545,101725,2607,4855,72120,2,4,0
1203,2,1,2,25,4,2019,764,7475,14767,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,635047,143827,411444,107350,4506,5518,72170,2,4,0
1204,2,1,2,25,4,2019,764,7348,14640,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,635069,173220,411317,107283,4379,1630,72192,2,4,0
1205,5,3,13,19,5,2019,5239,25216,35457,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,635145,635477,780106,506422,20812,4439,46789,5,2,0
1206,5,3,13,19,5,2019,5239,23940,34181,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,635229,674673,778830,505188,19536,6096,46873,5,2,0
1207,2,1,2,25,4,2019,764,7544,14836,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,635282,166600,411513,109159,4575,4466,72405,2,4,0
1208,2,4,17,28,9,2020,4261,24992,38777,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,635336,517677,782221,148715,14321,3539,130264,2,4,1
1209,2,4,17,28,9,2020,4261,27130,40915,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,635499,497853,784359,154888,16459,5883,130427,2,4,1
1210,5,3,13,19,5,2019,5239,26403,36644,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,635626,646707,781293,509936,21999,5170,47270,5,2,0
1211,2,1,2,25,4,2019,764,5064,12356,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,635631,147857,409033,102595,2095,4939,72754,2,4,0
1212,5,3,13,19,5,2019,5239,26156,36397,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,635714,643069,781046,507290,21752,6234,47358,5,2,0
1213,2,4,17,28,9,2020,4261,27079,40864,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,635813,497502,784308,153784,16408,1647,130741,2,4,1
1214,2,1,2,25,4,2019,764,8036,15328,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,635859,159458,412005,107665,5067,5058,72982,2,4,0
1215,5,3,13,19,5,2019,5239,24125,34366,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,635933,683842,779015,510244,19721,3730,47577,5,2,0
1216,5,3,13,19,5,2019,5239,26059,36300,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,635995,644697,780949,510413,21655,6181,47639,5,2,0
1217,2,4,17,28,9,2020,4261,22111,35896,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,636219,533177,779340,149746,11440,5121,131147,2,4,1
1218,2,4,17,28,9,2020,4261,27078,40863,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,636350,522766,784307,152769,16407,4366,131278,2,4,1
1219,5,3,13,19,5,2019,5239,28472,38713,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,636396,647578,783362,514190,24068,4664,48040,5,2,0
1220,2,1,2,25,4,2019,764,5247,12539,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,636409,135197,409216,102482,2278,3202,73532,2,4,0
1221,2,4,17,28,9,2020,4261,23830,37615,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,636598,532736,781059,145970,13159,2449,131526,2,4,1
1222,5,3,13,19,5,2019,5239,25164,35405,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,636608,676784,780054,510162,20760,5156,48252,5,2,0
1223,2,4,17,28,9,2020,4261,24578,38363,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,636612,488936,781807,150718,13907,1495,131540,2,4,1
1224,2,4,17,28,9,2020,4261,22098,35883,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,636643,536417,779327,145692,11427,6429,131571,2,4,1
1225,2,1,2,25,4,2019,764,6802,14094,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,636685,175774,410771,104293,3833,3314,73808,2,4,0
1226,2,4,17,28,9,2020,4261,26365,40150,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,636899,528521,783594,153194,15694,5565,131827,2,4,1
1227,2,4,17,28,9,2020,4261,24861,38646,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,637077,506378,782090,152417,14190,1520,132005,2,4,1
1228,2,4,17,28,9,2020,4261,27366,41151,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,637092,535098,784595,149679,16695,976,132020,2,4,1
1229,2,4,17,28,9,2020,4261,22525,36310,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,637228,498759,779754,149097,11854,4647,132156,2,4,1
1230,2,1,2,25,4,2019,764,5163,12455,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,637237,157880,409132,102908,2194,4798,74360,2,4,0
1231,2,1,2,25,4,2019,764,5758,13050,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,637319,148692,409727,106192,2789,5233,74442,2,4,0
1232,2,1,2,25,4,2019,764,8792,16084,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,637341,174575,412761,108032,5823,3768,74464,2,4,0
1233,2,1,2,25,4,2019,764,5791,13083,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,637388,137501,409760,107493,2822,1851,74511,2,4,0
1234,2,4,17,28,9,2020,4261,21915,35700,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,637442,512525,779144,145648,11244,1992,132370,2,4,1
1235,5,3,13,19,5,2019,5239,24650,34891,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,637472,635326,779540,507788,20246,4855,49116,5,2,0
1236,2,1,2,25,4,2019,764,6676,13968,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,637520,164221,410645,103260,3707,6121,74643,2,4,0
1237,5,3,13,19,5,2019,5239,28204,38445,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,637549,667219,783094,509660,23800,5220,49193,5,2,0
1238,2,4,17,28,9,2020,4261,26141,39926,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,637575,515282,783370,151390,15470,1443,132503,2,4,1
1239,2,1,2,25,4,2019,764,8864,16156,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,637596,174290,412833,107471,5895,1746,74719,2,4,0
1240,2,4,17,28,9,2020,4261,24174,37959,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,637776,533873,781403,148034,13503,3353,132704,2,4,1
1241,2,4,17,28,9,2020,4261,22811,36596,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,637812,504170,780040,148980,12140,6275,132740,2,4,1
1242,5,3,13,19,5,2019,5239,27698,37939,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,637846,630400,782588,512460,23294,1685,49490,5,2,0
1243,5,3,13,19,5,2019,5239,25218,35459,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,637853,686184,780108,506953,20814,3503,49497,5,2,0
1244,2,4,17,28,9,2020,4261,22944,36729,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,637870,520003,780173,148081,12273,2613,132798,2,4,1
1245,2,4,17,28,9,2020,4261,24985,38770,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,638193,500458,782214,149860,14314,3854,133121,2,4,1
1246,2,4,17,28,9,2020,4261,21676,35461,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,638302,498715,778905,148140,11005,1356,133230,2,4,1
1247,2,4,17,28,9,2020,4261,26176,39961,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,638363,503863,783405,150982,15505,1065,133291,2,4,1
