Restaurant Type,Area,District,Start Day,Start Month,Start Year,base on District-# of ppl able to work>15 - 19,base on District-# of ppl able to work>20 - 24,base on District-# of ppl able to work>25 - 29,base on District-# of ppl able to work>30 - 34,base on District-# of ppl able to work>35 - 39,base on District-# of ppl able to work>40 - 44,base on District-# of ppl able to work>45 - 49,base on District-# of ppl able to work>50 - 54,base on District-# of ppl able to work>55 - 59,base on District-# of ppl able to work>60 - 64,base on District-# of ppl able to work>65+,base on Area #of worker location>15 - 19,base on Area #of worker location>20 - 24,base on Area #of worker location>25 - 29,base on Area #of worker location>30 - 34,base on Area #of worker location>35 - 39,base on Area #of worker location>40 - 44,base on Area #of worker location>45 - 49,base on Area #of worker location>50 - 54,base on Area #of worker location>55 - 59,base on Area #of worker location>60 - 64,base on Area #of worker location>65+,total Sales,payment type-cash,payment type-visa/master,payment type-others,#of transaction,Restaurant Status,sqf,mthly rent,Restaurant Type.1,Location Type
5,2,5,24,2,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,13566273.02,12774350.44,785515.2556,6407.32485,32983.56655,0,9095.1875,664905.3906,5,1
5,3,11,17,11,2018,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,13536832.64,12749422.76,784560.8109,2849.064268,32038.08386,1,12057.1875,712710.3906,5,1
5,3,14,30,6,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,13539398.33,12754832.86,783210.4611,1355.014539,30700.42473,0,12549.1875,731017.8906,5,1
5,2,5,30,3,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,13555549.43,12763742.29,785267.8071,6539.338344,32738.44005,1,10920.0625,881063.6719,5,2
5,4,16,19,7,2018,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,13545327.77,12752945.98,784612.3206,7769.477504,32089.10951,1,9757.0625,885648.6719,5,2
5,2,7,9,7,2018,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,13562215.13,12774401.59,782997.3557,4816.183584,30489.32321,1,10389.0625,895993.6719,5,2
5,3,14,21,4,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,13561189.38,12770699.89,783784.1295,6705.355738,31268.70136,0,8352.0625,791978.6719,5,2
5,3,13,30,1,2018,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,13556971.61,12759796.79,787823.1338,9351.691604,35269.79117,0,8395.0625,802243.6719,5,3
5,2,10,7,4,2018,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,13562929.77,12769592.88,787264.5919,6072.291763,34716.48735,0,10670.0625,803003.6719,5,2
5,1,1,2,12,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,14422192.3,13622613.44,795762.4997,3816.357745,33430.34414,1,10992.0625,804953.6719,5,2
5,1,3,13,11,2018,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,14453539.73,13648070.67,798036.7055,7432.356194,35632.05555,1,10072.0625,814168.6719,5,2
5,2,5,10,4,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14426429.67,13628378.81,794267.5054,3783.351592,31983.03258,0,9584.0625,832498.6719,5,3
5,2,5,24,3,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14436352.42,13631480.56,795862.86,9008.992199,33527.50295,1,10772.0625,836468.6719,5,2
5,2,6,23,4,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14433861.83,13629486.88,798315.0468,6059.901749,35901.52586,0,9303.0625,839168.6719,5,2
5,2,6,31,1,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14422285.24,13620409.73,796758.8652,5116.642937,34394.94116,0,9468.0625,565678.6719,5,2
5,3,14,26,7,2018,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14455486.01,13652835.62,795784.2299,6866.157513,33451.37845,1,8385.0625,572088.6719,5,2
5,3,12,19,3,2018,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14443194.34,13640021.01,797314.4876,5858.842904,34932.85146,1,9547.0625,597983.6719,5,2
5,3,13,6,5,2018,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14437599.24,13632346.18,798580.9716,6672.093043,36158.97856,1,10286.0625,611223.6719,5,3
5,2,10,31,1,2018,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14433820.44,13628704.57,797552.4628,7563.404411,35163.24554,0,9571.0625,872436.1719,5,1
5,4,16,26,3,2018,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14444508.62,13641629.65,795376.5874,7502.381863,33056.73779,1,10933.0625,925331.1719,5,2
5,3,14,15,7,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14427368.67,13627144.25,793392.2732,6832.146083,31135.72639,1,9102.0625,925841.1719,5,2
5,3,12,16,3,2018,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14437018.36,13628886.44,797513.1479,10618.76715,35125.18029,1,8019.0625,749003.6719,5,1
5,2,5,30,6,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14422758.62,13622409.96,795962.1859,4386.47259,33623.66062,0,9808.0625,787778.6719,5,3
5,2,5,4,2,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14456175.67,13646909.69,798466.1166,10799.86229,36047.78273,0,8922.0625,780908.6719,5,1
5,1,4,18,12,2018,1958,7638,14489,18103,18217,17977,16847,18401,15068,8773,5860,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,14441533.63,13644320.94,792791.2127,4421.480148,30553.84966,1,10331.0625,792676.1719,5,2
5,4,17,12,1,2018,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14433030.62,13629920.04,795936.3217,7174.263684,33598.61956,1,9552.0625,830273.6719,5,1
5,3,11,13,2,2018,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14424976.05,13626471.12,795289.6797,3215.253945,32972.60206,0,10205.0625,831473.6719,5,2
5,4,16,24,6,2018,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14444041.05,13639825.66,796672.9899,7542.396634,34311.80175,0,13827.0625,832246.1719,5,1
5,2,5,22,2,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14452118.44,13649623.1,797109.6197,5385.712314,34734.51425,0,12093.0625,832906.1719,5,3
5,1,2,31,1,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,14429334.8,13622619.26,797099.2718,9616.269649,34724.49722,1,11925.0625,1106321.172,5,2
5,1,1,4,12,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,14434434.79,13636741.54,792985.7029,4707.544272,30742.13151,1,9130.0625,702331.1719,5,2
5,4,15,15,2,2018,2739,10590,17238,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14435497.1,13634436.13,794942.0545,6118.919378,32636.06307,0,12092.0625,750136.1719,5,1
5,4,15,2,11,2018,2704,10590,17238,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14419536.89,13622764.97,793192.6069,3579.3147,30942.4333,1,9928.0625,758086.1719,5,3
5,4,16,14,12,2018,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14449546.89,13644412.22,796186.7008,8947.965304,33841.01861,1,12584.0625,768443.6719,5,3
5,2,6,2,11,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14432136.98,13632841.68,795055.8605,4239.441439,32746.23885,1,7420.125,684300,5,3
5,4,18,19,11,2018,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14439836.7,13644153.74,792867.7671,2815.194695,30627.96041,0,6257.125,688885,5,1
5,4,18,23,6,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14418019.95,13622069.3,793639.5258,2311.131223,31375.09191,0,6889.125,699230,5,3
5,2,10,5,2,2018,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14441550.66,13636270.59,798369.8899,6910.172401,35954.61897,0,4852.125,595215,5,1
5,3,14,12,11,2018,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14447139.33,13639248.44,798423.692,9467.19986,36006.71039,0,4895.125,605480,5,3
5,3,12,30,6,2018,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14420541.25,13621125.11,793814.3674,5601.770588,31544.35196,0,7170.125,606240,5,2
5,2,10,22,3,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14421746.64,13615472.6,796696.7859,9577.251281,34334.84041,1,7492.125,608190,5,2
5,2,8,8,2,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14447457.73,13639290.87,798690.6538,9476.204047,36265.16623,0,6572.125,617405,5,2
5,4,15,6,11,2018,2704,10590,17238,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14449772.78,13644928.94,797283.4461,7560.403299,34902.80023,1,6084.125,635735,5,1
5,4,18,17,11,2018,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14424008.34,13623736.55,794037.8326,6233.954247,31760.68637,1,7272.125,639705,5,2
5,4,17,13,4,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14446060.15,13648333.82,793108.8111,4617.523662,30861.31084,0,5803.125,642405,5,2
5,2,8,25,2,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14422868.53,13621503.2,795402.4522,5962.873101,33081.77808,0,5968.125,368915,5,2
5,2,5,6,4,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14454022.73,13652295.04,795319.6832,6408.008268,33001.64887,0,4885.125,375325,5,2
5,1,2,18,1,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,14424324.63,13627133.43,794341.994,2849.199421,32055.14531,0,6047.125,401220,5,2
5,1,2,13,11,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,14433863.9,13631266.27,797207.9144,5389.713364,34829.6758,1,6786.125,414460,5,3
5,4,18,26,1,2018,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14426909.59,13632595.74,792958.8034,1355.045115,30716.0924,0,6071.125,675672.5,5,3
5,1,2,18,12,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,14443195.47,13641589.21,795066.2053,6540.05021,32756.2548,1,7433.125,728567.5,5,2
5,3,14,18,8,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14432856.36,13630691.12,794394.7575,7770.48232,32106.22529,0,5602.125,729077.5,5,2
5,2,5,19,1,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14449903.97,13652346.88,792740.5216,4816.569756,30504.77633,1,4519.125,552240,5,2
5,2,6,3,12,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14448863.76,13648611.24,793546.417,6706.1042,31284.95389,1,6308.125,591015,5,2
5,4,15,10,12,2018,2704,10590,17238,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14444643.89,13637606.87,797683.8725,9353.147198,35290.46422,1,7142.125,621690,5,2
5,4,17,29,4,2018,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,13466734.42,12689268.3,775477.1501,1988.969338,31861.12818,0,5422.125,584145,5,2
5,2,6,15,12,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,12978953.79,12184283.05,790854.4974,3816.244859,33421.68211,1,6831.125,595912.5,5,2
5,2,7,22,4,2018,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,13004892.04,12204359.51,793100.6098,7431.928046,35622.21498,0,6052.125,633510,5,2
5,1,2,15,12,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,12989139.79,12189704.66,793375.5079,6059.617125,35891.5359,1,8593.125,636142.5,5,2
5,1,2,22,3,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,12979499.63,12182544.63,791838.5648,5116.440026,34385.77205,1,8425.125,909557.5,5,3
5,2,7,18,12,2018,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,13005857.92,12208116.16,790875.96,6865.792115,33442.70551,1,5630.125,505567.5,5,2
5,2,5,15,11,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,12996258.14,12198012.24,792387.3222,5858.576853,34923.39331,0,8592.125,553372.5,5,2
5,1,2,9,1,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,12992269.7,12191959.82,793638.1407,6671.748008,36148.84483,1,6428.125,561322.5,5,3
5,1,3,23,8,2018,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,12989272.97,12189087.65,792622.356,7562.961033,35153.66221,0,9084.125,571680,5,1
5,1,1,23,2,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,12997256.03,12199280.74,790473.3446,7501.945613,33048.26829,0,7455,721725.7813,5,1
5,2,6,9,7,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,12983202.13,12187856.89,788513.4647,6831.784294,31128.21265,1,6292,726310.7813,5,2
5,1,3,3,7,2018,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,12992432.46,12189231.04,792583.5267,10617.8932,35115.61772,1,6924,736655.7813,5,2
5,4,15,3,4,2018,2739,10590,17238,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,12979560.59,12184122.54,791051.72,4386.323458,33614.89811,0,4887,632640.7813,5,2
5,4,15,23,12,2018,2704,10590,17238,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,12988940.18,12192230.19,789906.2163,6803.777895,32492.6609,1,4930,642905.7813,5,3
5,3,12,19,12,2018,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,13007767.76,12203444.09,793524.7079,10798.95828,36037.7112,1,7205,643665.7813,5,1
5,4,18,23,1,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,12993743.98,12201402.86,787919.794,4421.328627,30546.61415,0,7527,645615.7813,5,2
5,3,11,8,1,2018,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,12988246.3,12190046.26,791026.1749,7173.864756,33589.8701,0,6607,654830.7813,5,2
5,4,17,2,4,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,12980928.59,12187325.91,790387.5084,3215.173821,32964.17562,0,6119,673160.7813,5,1
5,2,7,23,8,2018,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,12997153.93,12197858.22,791753.7498,7541.955718,34302.67691,0,7307,677130.7813,5,3
5,2,5,26,4,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,13003153.88,12205583.41,792184.9866,5385.487501,34725.16319,0,5838,679830.7813,5,2
5,2,8,14,1,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,12986077.87,12184287.56,792174.7659,9615.552922,34715.15155,0,6003,406340.7813,5,2
5,1,2,7,2,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,12988245.36,12195426.09,788111.8933,4707.37251,30734.80654,0,4920,412750.7813,5,3
5,3,11,11,8,2018,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,12989770.76,12193607.96,790044.1679,6118.629188,32627.80776,0,6082,438645.7813,5,2
5,3,12,4,7,2018,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,12976298,12184402.53,788316.2538,3579.215403,30935.01257,1,6821,451885.7813,5,2
5,4,16,31,8,2018,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,13001695.66,12201474.85,791273.4642,8947.34474,33832.14246,0,6106,713098.2813,5,3
5,4,17,19,4,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,12986746.46,12192350.59,790156.5706,4239.302137,32737.9277,0,7468,765993.2813,5,2
5,1,2,23,2,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,12992081.64,12201271.1,787995.4073,2815.13327,30620.68975,0,5637,766503.2813,5,2
5,2,10,27,2,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,12974922.48,12183853.72,788757.6764,2311.089823,31367.46219,0,4554,589665.7813,5,3
5,3,14,6,4,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,12995394.27,12195054.8,793429.6722,6909.802302,35944.59944,0,6343,628440.7813,5,2
5,4,18,20,7,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,13000352.41,12197403.09,793482.808,9466.505188,35996.66181,1,7177,659115.7813,5,2
5,3,14,19,3,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,12977640.89,12183109,788930.3665,5601.527373,31536.63971,1,5457,621570.7813,5,1
