Unknown,Restaurant,Restaurant Type,Area,District,Start Day,Start Month,Start Year,base on District-# of ppl able to work>15 - 19,base on District-# of ppl able to work>20 - 24,base on District-# of ppl able to work>25 - 29,base on District-# of ppl able to work>30 - 34,base on District-# of ppl able to work>35 - 39,base on District-# of ppl able to work>40 - 44,base on District-# of ppl able to work>45 - 49,base on District-# of ppl able to work>50 - 54,base on District-# of ppl able to work>55 - 59,base on District-# of ppl able to work>60 - 64,base on District-# of ppl able to work>65+,base on Area #of worker location>15 - 19,base on Area #of worker location>20 - 24,base on Area #of worker location>25 - 29,base on Area #of worker location>30 - 34,base on Area #of worker location>35 - 39,base on Area #of worker location>40 - 44,base on Area #of worker location>45 - 49,base on Area #of worker location>50 - 54,base on Area #of worker location>55 - 59,base on Area #of worker location>60 - 64,base on Area #of worker location>65+,total Sales,payment type-cash,payment type-visa/master,payment type-others,#of transaction,Restaurant Status,sqf,mthly rent,Restaurant Type.1,Location Type,
1182,1183,2,4,16,27,5,2018,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1715765.431,1545780.551,61434.82533,108550.0548,12540.87331,0,897,72000,2,2,
1183,1184,2,1,2,25,1,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1731879.654,1563171.061,60969.02067,107739.5724,12087.62992,0,500,25000,2,1,
1184,1185,2,1,1,1,2,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1742968.022,1569565.197,61020.77099,112382.0534,12137.98443,0,3000,120000,2,3,
1185,1186,2,3,12,29,7,2018,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1719354.325,1552971.199,59865.01481,106518.1114,11013.4143,1,380,100000,2,3,
1186,1187,2,4,16,26,8,2018,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1709464.076,1542232.137,60349.16496,106882.774,11484.49693,1,298,27000,2,2,
1187,1188,2,1,1,26,8,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1723799.284,1554832.751,61046.64662,107919.8863,12163.16222,1,6200,90000,2,2,
1188,1189,2,1,2,10,9,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1740845.441,1574232.656,59415.11712,107197.6679,10575.66428,0,2428,125000,2,3,
1189,1190,2,2,5,1,3,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1716584.912,1550942.565,59179.35254,106462.9939,10346.2673,0,500,50000,2,1,
1190,1191,2,1,1,16,5,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1693251.458,1516998.193,63669.21,112584.0547,14715.06916,0,2000,125000,2,2,
1191,1192,2,3,11,19,5,2018,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1737864.372,1563501.828,62545.98374,111816.5598,13622.08629,1,950,65000,2,2,
1192,1193,2,2,9,17,9,2018,2739,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1731308.052,1553640.156,63308.5429,114359.3537,14364.11023,0,403,80000,2,2,
1193,1194,2,1,1,18,9,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1689125.674,1518441.46,61185.34657,109498.8681,12298.12149,0,900,95000,2,2,
1194,1195,2,1,1,2,2,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1746329.713,1569788.571,64387.64351,112153.4978,15414.17288,0,500,80000,2,2,
1195,1196,2,1,2,8,1,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1736400.992,1565465.902,59963.28274,110971.8078,11109.02964,1,2347,102000,2,3,
1196,1197,2,1,1,12,11,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2030798.354,1857363.881,62059.04326,111375.429,12702.2339,1,450,35000,2,3,
1197,1198,2,1,1,14,1,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2040498.079,1864113.168,64197.36107,112187.5501,14757.62208,1,1000,124568,2,2,
1198,1199,2,1,2,21,10,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2046360.971,1865536.942,65228.85067,115595.1782,15749.13659,1,1000,80000,2,3,
1199,1200,2,1,1,9,8,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2026057.022,1857786.911,60317.97154,107952.1387,11028.74472,1,1600,98000,2,3,
1200,1201,2,3,14,3,2,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1986447.641,1809440.7,63401.39149,113605.5489,13992.51283,0,730,73000,2,2,
1201,1202,2,1,2,31,1,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2038667.388,1859351.993,65287.87803,114027.5165,15805.87695,0,650,70000,2,2,
1202,1203,2,2,6,15,9,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2011299.67,1832677.459,64967.47588,113654.7349,15497.88974,0,8690,300000,2,1,
1203,1204,2,2,7,25,11,2018,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2022479.947,1854962.417,59621.99279,107895.5374,10359.79667,1,2000,40000,2,1,
1204,1205,2,2,6,10,7,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2031322.692,1857039.007,61085.76983,113197.9154,11766.73316,1,6020,14000,2,3,
1205,1206,2,4,17,6,5,2018,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2061020.689,1886989.019,62573.30439,111458.3657,13196.54333,1,1850,60000,2,1,
1206,1207,2,3,11,7,5,2018,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2052225.033,1881944.572,61056.35175,109224.109,11738.45717,0,800,35000,2,1,
1207,1208,2,2,5,15,5,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2019892.9,1843606.584,64173.03997,112113.2759,14756.33684,0,500,56000,2,1,
1208,1209,2,2,10,14,5,2018,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2025692.544,1851439.4,62945.46877,111307.6751,13575.67558,0,800,35000,2,3,
1209,1210,2,3,14,26,1,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2043677.082,1869011.576,63233.58691,111431.9189,13852.78111,0,600,45000,2,2,
1210,1211,2,4,18,3,3,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1991850.39,1822805.347,60787.65594,108257.3869,11500.38627,0,250,35000,2,2,
1211,1212,2,1,1,20,2,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2006473.511,1829089.123,62472.41976,114911.9687,13120.71078,0,5130,118500,2,2,
1212,1213,2,3,11,10,3,2018,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1997247.661,1817728.642,63970.99542,115548.0235,14562.01121,0,500,25000,2,2,
1213,1214,2,3,12,15,1,2018,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2042274.856,1861957.054,65351.20119,114966.601,15889.50222,0,3000,120000,2,3,
1214,1215,2,1,1,30,11,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2019774.533,1840026.485,64580.38072,115167.6674,15148.11777,0,1500,45000,2,2,
1215,1216,2,4,16,17,8,2018,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2002084.52,1834656.667,59601.0149,107826.8375,10359.16331,1,350,60000,2,2,
1216,1217,2,1,2,30,10,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2017618.128,1839062.671,65348.04114,113207.4156,15886.46281,1,2428,125000,2,3,
1217,1218,2,2,5,7,4,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2039911.297,1865976.045,62550.19828,111385.0539,13195.51563,0,3500,50000,2,3,
1218,1219,2,4,17,17,7,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1827847.842,1650622.028,63812.7566,113413.0573,14739.02212,1,4000,100000,2,2,
1219,1220,2,3,13,10,1,2018,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1773293.987,1606111.346,59263.27417,107919.3672,10264.07741,1,382,22000,2,2,
1220,1221,2,1,4,28,8,2018,2739,7638,14489,18103,18217,17977,16847,18401,15068,8773,5860,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1748645.244,1568048.901,65206.32355,115390.02,16019.52471,1,500,80000,2,3,
1221,1222,2,1,2,11,7,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1785955.201,1612840.23,62669.67855,110445.2922,13562.84718,1,2000,11000,2,1,
1222,1223,2,1,1,11,2,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1772409.435,1596215.844,62200.75919,113992.8313,13108.72781,0,1500,80000,2,3,
1223,1224,2,4,16,14,11,2018,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1788256.666,1613089.063,62740.5495,112427.0536,13631.48169,1,960,115000,2,2,
1224,1225,2,4,17,1,7,2018,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1754067.97,1581912.808,61575.74924,110579.4125,12503.45252,1,2000,40000,2,1,
1225,1226,2,1,2,30,6,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1738822.685,1567366.224,61371.63274,110084.8289,12305.78299,0,6020,14000,2,3,
1226,1227,2,4,17,20,8,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1776142.161,1602650.219,61255.0063,112236.9366,12192.84087,0,2000,73900,2,2,
1227,1228,2,1,1,30,10,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1637022.415,1460975.359,63529.31411,112517.7419,14723.90088,1,500,48000,2,2,
1228,1229,2,4,17,27,11,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2512800.194,2341297.306,60264.23519,111238.653,10294.10259,1,650,60000,2,1,
1229,1230,2,1,1,30,6,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2519768.686,2332591.585,66182.12004,120994.9802,15870.28621,0,1100,112000,2,2,
1230,1231,2,2,6,8,11,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2500936.243,2330296.879,60357.77282,110281.5917,10382.23365,1,3410,80000,2,2,
1231,1232,2,2,8,23,7,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2544379.44,2367814.625,61950.52325,114614.2919,11882.94998,1,768,55000,2,3,
1232,1233,2,1,1,23,10,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2473114.227,2292926.938,64282.45163,115904.8376,14080.22656,1,2000,130000,2,2,
1233,1234,2,1,1,17,7,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2518951.565,2335527.989,64657.30281,118766.2729,14433.4434,1,1500,45000,2,1,
1234,1235,2,1,1,14,8,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2549318.039,2366423.717,65269.07522,117625.2467,15009.91365,0,2000,75000,2,1,
1235,1236,2,2,5,21,11,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2518737.987,2336570.629,66256.80631,115910.5522,15940.66494,1,380,100000,2,2,
1236,1237,2,1,3,26,1,2018,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2471832.893,2295112.197,62656.35011,114064.3455,12548.00848,0,350,60000,2,2,
1237,1238,2,1,2,11,2,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2549079.483,2366904.848,65782.8168,116391.8182,15494.0161,0,400,67000,2,3,
1238,1239,2,4,16,29,1,2018,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2523999.188,2349819.686,60712.66161,113466.8406,10716.61142,0,1000,52998,2,2,
1239,1240,2,1,2,28,11,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2534789.728,2358495.407,61173.15684,115121.1644,11150.49558,1,600,40000,2,3,
1240,1241,2,4,17,27,11,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2250100.26,2069294.771,64679.56934,116125.9195,14785.6871,1,6200,90000,2,3,
1241,1242,2,1,1,14,10,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2770340.18,2589743.587,65239.76184,115356.8314,14812.95869,1,649,66700,2,2,
1242,1243,2,1,4,26,2,2018,2739,7638,14489,18103,18217,17977,16847,18401,15068,8773,5860,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2686557.374,2500117.925,66616.34481,119823.1052,16104.30079,0,1000,100000,2,1,
1243,1244,2,1,2,11,7,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2765129.379,2577097.568,66378.95104,121652.8604,15881.60453,1,4000,100000,2,2,
1244,1245,2,1,1,17,12,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2700150.724,2522795.316,61854.40913,115500.9996,11637.36371,0,382,22000,2,2,
1245,1246,2,1,1,22,1,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2751206.489,2579080.173,61238.52593,110887.7902,11059.66054,0,300,35000,2,2,
1246,1247,2,4,17,5,11,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2707636.672,2534190.241,62342.90025,111103.5306,12095.57635,1,900,95000,2,1,
1247,1248,2,2,5,1,8,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2726958.523,2553930.881,61745.05324,111282.5892,11534.78657,0,500,80000,2,2,
1248,1249,2,1,1,29,10,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2719782.01,2536840.039,66034.96011,116907.0111,15558.91297,1,450,45000,2,2,
1249,1250,2,2,5,31,7,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2767822.63,2583572.439,65660.6532,118589.5387,15207.78434,1,1298,74000,2,1,
1250,1251,2,4,18,13,11,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2797088.232,2619760.628,62122.98871,115204.6149,11889.2954,1,1000,80000,2,2,
1251,1252,2,1,2,27,12,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2741246.434,2570267.772,60965.91075,110012.7504,10803.94747,0,800,58800,2,3,
1252,1253,2,1,1,12,8,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2764895.269,2580649.96,64845.16841,119400.1402,14442.80504,0,960,80000,2,3,
1253,1254,2,2,7,10,11,2018,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2794073.358,2619844.846,61999.51767,112228.9938,11773.47771,1,2500,40000,2,2,
1254,1255,2,2,5,6,12,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2785520.147,2608462.105,61341.32119,115716.7202,11156.08286,0,800,58800,2,1,
1255,1256,2,2,5,11,10,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2667125.699,2486798.694,65174.43133,115152.5739,14809.59067,1,2500,40000,2,2,
1256,1257,2,4,18,4,10,2018,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2673987.889,2489008.817,66237.43442,118741.6375,15808.3153,1,6020,14000,2,2,
1257,1258,2,1,2,7,1,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2659822.388,2482036.533,63946.97617,113838.8782,13656.38313,1,148,18900,2,3,
1258,1259,2,4,18,18,12,2018,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2705801.035,2527160.427,64205.98009,114434.6279,13899.71788,0,1500,180000,2,2,
1259,1260,2,4,18,17,1,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2637174.495,2461460.948,62820.86097,112892.686,12598.40956,1,2000,73900,2,2,
1260,1261,2,1,1,2,11,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2673401.304,2499049.895,62334.06879,112017.3397,12141.08056,1,750,30000,2,2,
1261,1262,2,1,1,10,11,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2692342.153,2512915.984,62388.14299,117038.0264,12191.88155,1,500,15000,2,3,
1262,1263,2,4,16,30,10,2018,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2696352.18,2522000.446,62289.73102,112062.003,12099.42627,1,800,35000,2,2,
1263,1264,2,4,18,12,11,2018,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2691480.139,2514415.492,62063.7513,115000.8961,11887.12569,1,900,40000,2,2,
1264,1265,2,3,13,1,4,2018,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2704159.512,2519584.755,65488.08904,119086.6672,15104.27982,1,3074,128000,2,1,
1265,1266,2,2,5,26,9,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2639601.259,2468865.42,60908.85947,109826.9796,10802.15581,0,650,80000,2,3,
1266,1267,2,3,12,22,1,2018,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2582065.983,2399650.978,65158.15479,117256.8507,14794.2985,0,550,65000,2,2,
1267,1268,2,2,7,30,11,2018,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2696291.41,2512864.299,65394.73935,118032.3724,15016.57517,1,2350,168000,2,2,
1268,1269,2,1,2,15,12,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2703384.752,2515492.291,66270.02971,121622.4319,15838.94,0,768,55000,2,3,
