Restaurant,Restaurant Type,Area,District,Start Day,Start Month,Start Year,base on District-# of ppl able to work>15 - 19,base on District-# of ppl able to work>20 - 24,base on District-# of ppl able to work>25 - 29,base on District-# of ppl able to work>30 - 34,base on District-# of ppl able to work>35 - 39,base on District-# of ppl able to work>40 - 44,base on District-# of ppl able to work>45 - 49,base on District-# of ppl able to work>50 - 54,base on District-# of ppl able to work>55 - 59,base on District-# of ppl able to work>60 - 64,base on District-# of ppl able to work>65+,base on Area #of worker location>15 - 19,base on Area #of worker location>20 - 24,base on Area #of worker location>25 - 29,base on Area #of worker location>30 - 34,base on Area #of worker location>35 - 39,base on Area #of worker location>40 - 44,base on Area #of worker location>45 - 49,base on Area #of worker location>50 - 54,base on Area #of worker location>55 - 59,base on Area #of worker location>60 - 64,base on Area #of worker location>65+, total Sales , payment type-cash , payment type-visa/master , payment type-others ,#of transaction,sqf,mthly rent,Location Type
1654,5,4,17,16,10,2019,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"40,009,498","20,905,070","14,035,968","5,068,460",43458,9928.0625,758086.1719,2
1619,5,2,8,10,8,2019,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"40,065,820","20,794,820","14,115,600","5,155,400",47882,11890.1875,1068895.391,2
1650,5,3,14,6,10,2019,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"40,226,240","20,955,730","14,114,880","5,155,630",47842,12093.0625,832906.1719,2
1915,5,4,17,3,6,2020,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"2,351,147","1,509,896","730,928","110,322",20616.97852,4852.125,595215,3
1893,5,4,18,23,4,2020,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"5,809,543","1,134,138","3,269,840","1,405,565",23936.792,9547.0625,597983.6719,3
1892,5,1,1,23,4,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"5,856,848","1,178,112","3,268,347","1,410,388",23426.65623,8385.0625,572088.6719,3
1835,5,2,5,19,6,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"5,490,813","1,643,904","2,656,973","1,189,935",43935.87879,6343,628440.7813,3
1771,5,4,18,11,4,2020,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"6,740,273","1,301,220","3,903,920","1,535,133",21490,9808.0625,787778.6719,3
1911,5,3,11,19,11,2020,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"2,305,917","1,502,390","713,789","89,738",17097.39997,12584.0625,768443.6719,1
1920,5,1,1,28,7,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"4,969,999","303,303","3,265,004","1,401,692",53721.86696,6084.125,635735,1
1898,5,4,18,27,4,2020,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"5,775,301","1,122,767","3,256,876","1,395,659",19517.47485,8019.0625,749003.6719,1
1906,5,1,1,17,6,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"5,862,846","1,184,471","3,271,003","1,407,372",24334.1015,12093.0625,832906.1719,1
1832,5,1,3,23,7,2020,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"5,480,968","1,644,407","2,653,370","1,183,191",42322.84649,7468,765993.2813,1
1882,5,3,14,13,6,2020,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"7,024,592","2,282,955","3,327,618","1,414,018",45880.9768,10389.0625,895993.6719,1
1908,5,3,12,30,6,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"2,317,627","1,504,409","714,577","98,641",17259.21976,9130.0625,702331.1719,2
1780,5,1,1,16,4,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"2,774,068","1,922,562","743,950","107,556",21669,9130.0625,702331.1719,2
1823,5,1,1,19,4,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"4,716,297","332,982","3,066,313","1,317,002",53579.13901,6607,654830.7813,2
1828,5,1,1,30,6,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"4,747,983","370,637","3,062,453","1,314,893",52261.41595,4920,412750.7813,2
1923,5,2,5,30,6,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"5,017,438","336,311","3,269,616","1,411,511",55290.05975,5968.125,368915,2
1921,5,2,5,16,3,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"5,016,370","344,989","3,266,622","1,404,759",54271.82256,7272.125,639705,2
1808,5,3,14,21,6,2020,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"5,499,335","1,109,356","3,070,568","1,319,411",24189.27346,6705.125,634710,2
1901,5,4,17,24,5,2020,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"5,830,971","1,153,146","3,266,953","1,410,873",22950.44054,8922.0625,780908.6719,2
1902,5,1,3,5,11,2020,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"5,831,230","1,156,839","3,268,625","1,405,766",23521.49746,10331.0625,792676.1719,2
1769,5,3,11,12,4,2020,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"6,774,690","1,325,866","3,914,165","1,534,659",23539,9102.0625,925841.1719,2
1847,5,2,5,2,6,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"6,951,588","1,407,708","3,954,761","1,589,119",22879.93998,9119,609105.7813,2
1889,5,1,1,30,6,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"7,026,992","2,282,715","3,328,682","1,415,595",46211.2576,10772.0625,836468.6719,2
1792,5,3,13,30,6,2020,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"12,345,146","6,890,218","3,918,955","1,535,973",56039,6084.125,635735,2
1790,5,1,3,11,4,2020,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"12,361,656","6,903,748","3,915,860","1,542,048",55420,7492.125,608190,2
1787,5,3,11,16,4,2020,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"12,375,271","6,937,866","3,907,975","1,529,430",53843,4852.125,595215,2
2086,3,1,1,29,8,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"10,155,988","4,754,506","2,533,447","2,868,036",23015.90652,380,100000,3
2097,3,2,8,16,12,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"10,624,573","4,818,442","2,531,716","3,274,415",21814.34483,6200,90000,3
2083,3,1,1,7,4,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"9,510,471","4,893,023","2,531,626","2,085,822",21751.53428,3000,120000,3
3121,3,3,14,30,6,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"11,677,925","4,913,529","2,556,390","4,208,006",24184.64855,3500,100000,3
3126,3,3,13,30,6,2018,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"10,815,610","4,962,919","2,554,929","3,297,761",22320.52528,730,73000,3
2575,3,3,13,16,3,2018,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"11,431,729","5,809,397","3,042,741","2,579,592",24662.03468,450,48000,3
3040,3,2,9,25,7,2018,3198,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"13,260,771","6,013,473","3,140,604","4,106,695",22743.91215,2000,40000,3
2854,3,3,12,3,1,2018,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"13,661,404","6,340,178","3,344,792","3,976,434",26196.85757,1500,45000,3
3093,3,3,11,3,6,2018,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"13,198,194","6,557,212","3,458,094","3,182,887",22734.25615,3500,50000,3
3051,3,3,11,24,9,2018,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"11,141,587","6,633,415","3,454,848","1,053,324",20739.96044,1800,63000,3
2729,3,4,18,16,7,2018,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"14,255,591","6,548,366","3,487,749","4,219,475",24377.41766,650,80000,3
3063,3,2,9,26,6,2018,2739,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"12,264,394","6,708,114","3,457,626","2,098,654",22445.05909,2350,168000,3
2737,3,3,14,14,12,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"14,250,900","6,659,988","3,489,308","4,101,604",25293.13783,250,35000,3
2976,3,1,1,30,6,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"13,333,799","6,751,681","3,462,572","3,119,545",24642.6884,600,40000,3
2716,3,3,12,27,6,2018,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"15,094,010","6,730,264","3,487,422","4,876,324",24186.28823,1297,78000,3
2550,3,3,12,18,1,2018,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"14,577,819","6,852,110","3,615,573","4,110,136",22797.92233,382,22000,3
2904,3,4,15,25,2,2018,2704,10590,17238,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"11,592,203","6,923,240","3,615,566","1,053,398",20754.68304,1000,80000,3
2544,3,2,10,4,11,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"13,764,231","7,054,077","3,613,491","3,096,662",21726.76456,2344,60000,3
2859,3,3,12,23,5,2018,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"13,462,508","7,140,466","3,814,774","2,507,268",24142.62014,298,27000,3
2857,3,4,18,30,6,2018,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"14,604,372","7,188,247","3,818,473","3,597,652",26010.8023,350,60000,3
2057,3,1,1,2,4,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"13,045,979","7,130,457","3,962,257","1,953,264",21853.33833,500,75000,3
2060,3,1,1,12,7,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"15,143,920","7,100,546","3,964,725","4,078,648",22338.06586,1100,112000,3
2356,3,3,13,27,6,2018,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"14,076,704","7,309,091","3,915,663","2,851,950",21314.31444,730,73000,3
2194,3,2,8,23,2,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"16,050,290","7,677,577","4,120,650","4,252,062",22640.76001,1500,45000,3
2252,3,2,10,25,11,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"14,543,467","7,969,140","4,266,053","2,308,274",22428.0777,8690,300000,3
2452,3,2,10,11,1,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"17,377,983","8,627,800","4,631,098","4,119,085",22936.41683,3200,10000,3
2443,3,1,1,21,7,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"17,430,370","8,680,656","4,639,302","4,110,412",25462.60049,900,95000,3
2292,3,3,14,30,6,2018,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"17,631,895","8,676,071","4,697,921","4,257,903",22723.63332,1000,63000,3
2096,3,1,1,20,4,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"11,533,300","4,798,857","2,531,934","4,202,508",21965.46823,600,40000,1
2095,3,1,1,3,2,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"12,392,112","4,867,230","2,534,554","4,990,328",23786.19677,1000,52998,1
2082,3,1,1,19,12,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"11,220,201","4,901,500","2,535,342","3,783,359",24335.66333,500,25000,1
2094,3,1,1,23,1,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"10,555,223","4,928,708","2,534,613","3,091,902",23827.34259,1558,71000,1
3122,3,1,2,17,6,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"8,599,811","4,988,666","2,553,644","1,057,500",20696.39314,700,68000,1
2561,3,3,14,22,2,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"9,939,480","5,849,430","3,037,347","1,052,703",20621.17076,1298,74000,1
2644,3,1,1,15,4,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"11,237,121","5,870,644","3,060,775","2,305,703",22304.58978,1558,71000,1
2698,3,1,1,5,5,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"12,919,205","6,238,596","3,298,753","3,381,855",22507.7716,2000,40000,1
2699,3,1,1,16,3,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"12,410,571","6,262,697","3,296,848","2,851,026",21286.65838,2500,40000,1
2836,3,2,10,1,12,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"13,992,575","6,410,787","3,343,483","4,238,305",25353.35811,800,35000,1
2834,3,3,14,6,10,2018,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"11,411,743","6,490,953","3,337,619","1,583,171",21620.44594,900,40000,1
2814,3,4,18,11,11,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"14,674,691","6,459,410","3,341,611","4,873,670",24153.59748,850,45000,1
2995,3,1,1,4,6,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"13,195,189","6,553,447","3,459,412","3,182,330",22720.42294,2000,11000,1
2725,3,1,4,21,1,2018,2739,7638,14489,18103,18217,17977,16847,18401,15068,8773,5860,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"15,041,456","6,594,255","3,490,889","4,956,312",26225.90175,3000,60000,1
2732,3,1,1,28,5,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"15,264,584","6,715,697","3,488,098","5,060,790",24582.18894,1000,63000,1
2793,3,3,14,7,8,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"15,177,980","6,705,254","3,571,364","4,901,362",25693.96683,960,80000,1
2895,3,1,4,16,11,2018,2739,7638,14489,18103,18217,17977,16847,18401,15068,8773,5860,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"13,853,430","7,189,209","3,809,267","2,854,954",21396.1259,1000,80000,1
2889,3,2,6,2,5,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"13,368,764","7,247,673","3,811,468","2,309,624",22488.58665,1200,105000,1
2885,3,2,9,29,1,2018,2739,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"15,345,394","7,282,028","3,817,445","4,245,921",25489.62377,2000,11000,1
1952,3,3,12,6,8,2018,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"12,766,325","7,289,240","3,898,585","1,578,500",21214,3500,106050,1
2337,3,3,14,4,1,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"15,382,646","7,240,841","3,923,318","4,218,486",24363.48202,500,56000,1
1951,3,4,16,23,7,2018,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"16,313,955","7,240,880","3,916,575","5,156,500",24812,1800,63000,1
2352,3,3,13,30,6,2018,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"16,083,780","7,258,809","3,926,531","4,898,441",25656.71645,700,68000,1
2028,3,3,12,19,4,2018,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"11,937,896","7,319,033","3,954,832","664,031",20395.24401,1000,65000,1
2316,3,3,13,19,5,2018,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"12,378,282","7,411,026","3,914,123","1,053,133",20706.06183,600,40000,1
2042,3,1,1,28,10,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"15,955,816","7,213,837","3,980,915","4,761,063",25518.22578,800,58800,1
2343,3,4,15,12,10,2018,2739,10590,17238,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"16,646,603","7,513,568","3,925,857","5,207,177",25384.89886,450,35000,1
2500,3,3,11,25,1,2018,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"13,463,283","7,993,478","4,258,389","1,211,416",21367.23005,1100,112000,1
